Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,someUncertaintyAboutFemaleVisitation
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-4-female-visitation.MP4,,YYR,Y,Y,1,,,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-5.MP4,,YYR,Y,Y,6,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0003.MP4,,UNK,Y,Y,12,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0004.MP4,,UNK,Y,Y,6,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0005.MP4,,YYR,Y,Y,14,1,2,1,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0006.MP4,,YYR,Y,Y,8,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0007.MP4,,YYR,Y,Y,17,1,2,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0008.MP4,,YYR,Y,Y,2,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0012.MP4,,YYR,Y,Y,2,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0013.MP4,,YYR,Y,Y,3,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0014.MP4,,YYR,Y,,14,,1,,,,,,,2,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0015.MP4,,YYR,Y,Y,8,,2,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0016.MP4,,YYR,Y,Y,3,,1,,,,,,,1,60,,SJR,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0017.MP4,,UNK,Y,Y,3,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0018.MP4,,YYR,Y,Y,11,,,1,,,,,,2,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0019.MP4,,YYR,Y,Y,2,,,,,,,,,3,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0020.MP4,,YYR,Y,Y,28,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0021.MP4,,YYR,Y,N,,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0022.MP4,,YYR,Y,Y,2,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0023.MP4,,YYR,Y,Y,4,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0024.MP4,,YYR,Y,Y,16,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0025.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0026.MP4,,YYR,Y,Y,18,1,1,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0027.MP4,,YYR,Y,,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0028.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0029.MP4,,YYR,Y,Y,7,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0030.MP4,,YYR,Y,Y,4,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0031.MP4,,YYR,Y,Y,7,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0033.MP4,,YYR,Y,Y,8,,2,,,,,,,2,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_0034.MP4,,YYR,Y,Y,3,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_1-this was when camera was set up -- like 4pm on 11:21.MP4,,,N,,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_2-this is like 7am on 11:22.MP4,,UNK,Y,N,,,,,,,,,,3,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_YYR-31-female-visitation.MP4,,YYR,Y,Y,7,,1,1,,1,1,,,,60,female unbanded ,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_YYR-32-female-visitation.MP4,,YYR,Y,Y,4,,1,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_YYR-33-female visitation.MP4,,YYR,Y,Y,9,,1,1,,1,1,,,,60,female unbanded ,HLA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0001.MP4,,YYR,Y,Y,17,1,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0003.MP4,,YYR,Y,Y,28,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0004-female-visitation.MP4,,YYR,Y,Y,6,,1,,,1,1,,,,60,female unbanded; jumping not flying -- maybe juv? Male left first..,NSA,Y
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0005.MP4,,YYR,Y,Y,8,,1,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0006.MP4,,YYR,Y,Y,5,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0007.MP4,,YYR,Y,Y,17,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0008.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0009.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0010.MP4,,YYR,Y,N,23,,3,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0011.MP4,,YYR,Y,Y,12,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0012.MP4,,YYR,Y,Y,13,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0013.MP4,,YYR,Y,Y,14,,,,,,,,,2,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0014-female-visitation.MP4,,YYR,Y,Y,5,,,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0015.MP4,,YYR,Y,N,,,,,,1,0,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0016-female-visitation.MP4,,YYR,Y,Y,10,,1,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0017-female-visitation.MP4,,YYR,Y,Y,4,,1,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0018.MP4,,YYR,Y,Y,15,,3,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0019.MP4,,YYR,Y,N,,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0020.MP4,,YYR,Y,Y,5,,2,,,,,,,4,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0022.MP4,,YYR,Y,Y,9,2,1,,,,,,,2,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0023.MP4,,YYR,Y,Y,21,1,3,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0024.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0025.MP4,,YYR,Y,Y,13,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0026.MP4,,YYR,Y,Y,8,,1,1,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0027.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0028.MP4,,YYR,Y,Y,1,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0029.MP4,,YYR,Y,Y,9,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0030.MP4,,YYR,Y,Y,14,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0031.MP4,,YYR,Y,Y,37,,4,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0032.MP4,,YYR,Y,Y,8,,1,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0033.MP4,,YYR,Y,Y,,1,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0034.MP4,,YYR,Y,Y,10,,2,,,,,,,4,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0035.MP4,,YYR,Y,Y,1,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0036.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0037.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0038.MP4,,YYR,Y,Y,10,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0039.MP4,,YYR,Y,Y,15,,2,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0040.MP4,,YYR,Y,Y,13,,2,,,,,,,4,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0041.MP4,,YYR,Y,Y,2,,,,,,,,,4,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0042.MP4,,YYR,Y,Y,1,,,,,,,,,5,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0043.MP4,,YYR,Y,N,,,,,,,,,,7,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0044.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0045.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0046.MP4,,,N,,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0047.MP4,,YYR,Y,Y,7,,,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0048.MP4,,YYR,Y,Y,20,1,1,,,,,,,3,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0049.MP4,,YYR,Y,Y,18,,3,,,,,,,1,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0050.MP4,,YYR,Y,N,,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0051.MP4,,YYR,Y,Y,4,,1,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0052.MP4,,YYR,Y,Y,20,,3,,,,,,,5,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0053.MP4,,YYR,Y,Y,1,,,,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0054.MP4,,YYR,Y,Y,2,,1,,,,,,,3,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0055.MP4,,YYR,Y,Y,,,,1,,,,,,,60,,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0056.MP4,,YYR,Y,Y,6,,1,,,1,1,,,,60,female unbanded ,NSA,
CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0057.MP4,,YYR,Y,Y,8,,1,2,,,,,,,60,,NSA,
