Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 22,is_available,local_path
1190,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0011-OGR.MP4,OGR ,Y,Y,10.0,0.0,3.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0011-OGR.MP4
1191,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0012.MP4,OGR ,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0012.MP4
1192,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0013.MP4,OGR ,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0013.MP4
1193,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0014.MP4,OGR ,Y,Y,4.0,2.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0014.MP4
1194,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0015.MP4,OGR ,Y,Y,7.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0015.MP4
1195,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0016.MP4,OGR ,Y,Y,2.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0016.MP4
1196,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0017.MP4,OGR ,Y,Y,4.0,3.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0017.MP4
1197,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0018.MP4,OGR ,Y,Y,4.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0018.MP4
1198,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0019.MP4,OGR ,Y,Y,2.0,1.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0019.MP4
1199,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0020.MP4,OGR ,Y,Y,6.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0020.MP4
1200,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0021.MP4,OGR ,Y,Y,5.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0021.MP4
1201,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0022.MP4,OGR ,Y,Y,13.0,0.0,3.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0022.MP4
1202,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0023.MP4,OGR ,Y,Y,6.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0023.MP4
1203,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0024.MP4,OGR ,Y,Y,2.0,1.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0024.MP4
1204,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0025.MP4,OGR ,Y,Y,1.0,1.0,0.0,1.0,3.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0025.MP4
1205,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0026.MP4,OGR ,Y,Y,3.0,3.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0026.MP4
1206,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0027.MP4,OGR ,Y,Y,4.0,0.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0027.MP4
1207,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0028.MP4,OGR ,Y,Y,1.0,0.0,0.0,1.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0028.MP4
1208,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0029.MP4,OGR ,Y,Y,5.0,0.0,1.0,0.0,5.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0029.MP4
1209,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0030.MP4,OGR ,Y,Y,11.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0030.MP4
1210,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0032.MP4,OGR ,Y,Y,0.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0032.MP4
1211,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0033.MP4,OGR ,Y,Y,11.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0033.MP4
1212,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0034.MP4,OGR ,Y,Y,10.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0034.MP4
1213,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0036.MP4,OGR ,Y,Y,7.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0036.MP4
1214,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0037.MP4,OGR ,Y,Y,5.0,1.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0037.MP4
1215,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0038.MP4,OGR ,Y,Y,2.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0038.MP4
1216,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0039.MP4,OGR ,Y,Y,1.0,0.0,0.0,2.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0039.MP4
1217,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0040.MP4,OGR ,Y,Y,1.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0040.MP4
1218,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0071.MP4,OGR ,Y,Y,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,possible call in middle of video. Unsure ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0071.MP4
1219,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0072.MP4,OGR ,Y,Y,8.0,3.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0072.MP4
1220,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0073.MP4,OGR ,Y,Y,6.0,1.0,1.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0073.MP4
1221,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0074.MP4,OGR ,Y,Y,5.0,0.0,2.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0074.MP4
1222,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.14.21-12.18.21 (OGR),12.14.21-12.18.21 (OGR),12.14.21-12.18.21 _0075.MP4,OGR ,Y,Y,4.0,0.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,"possible gardening, didn’t touch any debris however. ",MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.14.21-12.18.21 (OGR)/12.14.21-12.18.21 _0075.MP4
1225,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.1.21-12.5.21,12.1.21-12.5.21,12.1.21-12.5.21_0011.MP4,RUG,Y,Y,7.0,0.0,2.0,0.0,0.0,0,,0.0,1,0.0,60,Juvinile male! Seemed pretty competent. ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.1.21-12.5.21/12.1.21-12.5.21_0011.MP4
1231,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0025.MP4,UNK,Y,N,0.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,could not see color bands ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0025.MP4
1232,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0032.MP4,UNK,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,unclear on male ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0032.MP4
1233,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0037.MP4,UNK,Y,Y,4.0,0.0,1.0,3.0,0.0,0,,0.0,0,0.0,30,black and white video could not tell male ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0037.MP4
1234,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0038.MP4,UNK,Y,y,9.0,0.0,2.0,2.0,0.0,0,,0.0,0,0.0,30,black and white video could not tell male ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0038.MP4
1235,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0040.MP4,UNK,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,Could not see color bands ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0040.MP4
1236,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 1,12.5.21-12.10.21,12.5.21-12.10.21,12.5.21-12.10.21_0048.MP4,UNK,Y,Y,4.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,cound not see the bands black and white,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 1/12.5.21-12.10.21/12.5.21-12.10.21_0048.MP4
1294,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0002-UWO_visitation.MP4,UWO,Y,Y,7.0,,1.0,,,1,1.0,,,,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0002-UWO_visitation.MP4
1298,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0007.MP4,UWO,Y,Y,10.0,2.0,1.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0007.MP4
1299,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0011.MP4,UWO,Y,Y,13.0,0.0,2.0,0.0,0.0,1,1.0,0.0,0,0.0,30,Rolls outside of frame unclear who they belonged to ,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0011.MP4
1300,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0021.MP4,UWO,Y,Y,0.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,"bicolored antbird in frame, one call on camera  other calls and rolls off camera and in the background. ",MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0021.MP4
1301,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0028.MP4,UWO,Y,y,11.0,1.0,1.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0028.MP4
1302,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0031.MP4,UWO,Y,Y,1.0,2.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0031.MP4
1303,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0035.MP4,UWO,Y,Y,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0035.MP4
1304,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0036.MP4,UWO,Y,Y,9.0,1.0,1.0,2.0,5.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0036.MP4
1305,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0037.MP4,UWO,Y,N,0.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0037.MP4
1306,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0038.MP4,UWO,Y,Y,0.0,1.0,0.0,0.0,0.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0038.MP4
1307,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0044.MP4,UWO,Y,Y,9.0,0.0,0.0,1.0,0.0,0,,0.0,0,1.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0044.MP4
1308,Camera Traps 1 -- Dec 2021 to Jan 2022,Lek 6,Pista 5,1.7.22-1.15.22,1.7.22-1.15.22,L6.P5_1.7.22-1.15.22_0048.MP4,UWO,Y,N,0.0,0.0,0.0,0.0,1.0,0,,0.0,0,0.0,30,,MJ,,True,/mnt/c/workspace/eebio/manacus-dynamics/box_data/PROJECT MANACUS/Camera Traps 1 -- Dec 2021 to Jan 2022/Lek 6/Pista 5/1.7.22-1.15.22/L6.P5_1.7.22-1.15.22_0048.MP4
